sensor_1,1648539145513,7.703237977721399
sensor_2,1648539145513,69.25454685111039
sensor_3,1648539145513,25.983268244967856
sensor_4,1648539145513,27.25542692228283
sensor_5,1648539145513,51.97517595879816
sensor_6,1648539145513,52.07151949678069
sensor_7,1648539145513,40.24598364746844
sensor_8,1648539145513,56.69760511905908
sensor_9,1648539145513,29.08159680969771
sensor_10,1648539145513,57.55130614615835
sensor_1,1648539146020,8.939354648793154
sensor_2,1648539146020,69.8607415131876
sensor_3,1648539146020,26.87762002035749
sensor_4,1648539146020,28.421375889840427
sensor_5,1648539146020,52.65340637186337
sensor_6,1648539146020,53.371149470137304
sensor_7,1648539146020,41.3371133440753
sensor_8,1648539146020,57.171235770110016
sensor_9,1648539146020,28.090222369526455
sensor_10,1648539146020,56.67829266247763
sensor_1,1648539146523,9.232669314433256
sensor_2,1648539146523,68.80728195801153
sensor_3,1648539146523,27.523147421054208
sensor_4,1648539146523,28.61676037661192
sensor_5,1648539146523,52.1086869577725
sensor_6,1648539146523,52.617504154857556
sensor_7,1648539146523,41.11235486328494
sensor_9,1648539146523,27.23169028940686
sensor_6,1648539147525,54.227700890189794
sensor_2,1648539147525,67.5557754135824
sensor_3,1648539147525,27.37790885396901
sensor_8,1648539146523,56.803884259296254
sensor_2,1648539147024,68.03718037066616
sensor_3,1648539147024,27.36924427807376
sensor_7,1648539147024,40.35620954291237
sensor_8,1648539147024,58.18294167574384
sensor_9,1648539147024,26.8921993979352
sensor_10,1648539147024,59.154322479312306
sensor_1,1648539147525,8.96245657234458
sensor_4,1648539147024,28.337027987075512
sensor_4,1648539147525,28.801915540091485
sensor_5,1648539147525,52.02934152612705
sensor_1,1648539147024,8.20396081756039
sensor_5,1648539148026,50.60059496268634
sensor_6,1648539148026,53.86739276645946
sensor_5,1648539147024,52.37488164999203
sensor_2,1648539148026,68.7689707046286
sensor_3,1648539148026,26.244909536781673
sensor_6,1648539147024,54.692310030029475
sensor_7,1648539147525,41.57701932365324
sensor_10,1648539146523,57.32588870249385
sensor_4,1648539148026,29.48676189017124
sensor_8,1648539147525,58.036332348880094
sensor_9,1648539147525,27.33791159937353
sensor_10,1648539147525,58.34569415388272
sensor_1,1648539148026,9.221359637795572
sensor_7,1648539148026,42.974028235285225
sensor_8,1648539148026,57.60065392953716
sensor_9,1648539148026,27.926473869895737
sensor_10,1648539148026,58.6887626944603
